data;local;risco;n_pessoas;origem;espera;vulneraveis;necessita_medico;nivel_aguasentimento;confiavel;prioridade;nivel_agua;sentimento
07/07/2022 04:49;9;2;7;whatsapp;62;FALSE;FALSE;;FALSE;2;tornozelo;calmo
21/07/2021 00:57;11;3;5;whatsapp;20;FALSE;FALSE;;TRUE;1;cintura;nervoso
30/10/2024 23:59;24;3;9;instagram;115;FALSE;FALSE;;TRUE;3;cintura;nervoso
22/08/2020 03:21;46;2;8;190;99;FALSE;FALSE;;TRUE;0;cintura;calmo
24/01/2021 02:09;48;1;8;instagram;109;FALSE;FALSE;;TRUE;2;cintura;calmo
28/10/2021 11:41;1;2;9;190;31;TRUE;FALSE;;FALSE;2;tornozelo;calmo
20/03/2023 11:08;45;3;1;instagram;22;FALSE;FALSE;;TRUE;2;cintura;panico
21/10/2022 21:59;36;2;4;190;10;FALSE;FALSE;;TRUE;2;teto;nervoso
01/11/2024 21:30;4;3;4;whatsapp;17;TRUE;FALSE;;TRUE;4;teto;nervoso
22/03/2026 02:52;28;2;6;190;93;FALSE;TRUE;;FALSE;5;teto;nervoso
05/12/2022 01:08;26;2;4;whatsapp;16;FALSE;FALSE;;TRUE;2;teto;calmo
17/06/2022 00:13;11;3;7;instagram;105;FALSE;FALSE;;TRUE;0;cintura;calmo
12/03/2020 09:31;29;3;4;whatsapp;94;FALSE;TRUE;;TRUE;4;tornozelo;panico
06/05/2021 09:51;39;4;2;190;32;FALSE;FALSE;;TRUE;3;teto;nervoso
31/10/2024 03:44;6;4;1;instagram;38;FALSE;FALSE;;TRUE;1;cintura;nervoso
14/05/2020 01:20;48;3;4;whatsapp;3;FALSE;FALSE;;FALSE;4;teto;panico
05/02/2022 18:59;10;2;2;instagram;16;FALSE;FALSE;;TRUE;3;teto;panico
08/11/2020 14:01;41;2;5;whatsapp;79;FALSE;FALSE;;FALSE;1;tornozelo;nervoso
18/12/2025 13:46;41;2;7;whatsapp;4;FALSE;FALSE;;TRUE;1;tornozelo;calmo
20/05/2024 20:53;39;2;4;instagram;112;FALSE;FALSE;;TRUE;1;cintura;calmo
02/12/2021 20:43;40;2;3;whatsapp;104;TRUE;FALSE;;TRUE;2;tornozelo;nervoso
04/04/2022 21:27;23;4;6;whatsapp;69;TRUE;FALSE;;TRUE;4;cintura;nervoso
25/01/2026 21:41;42;3;2;whatsapp;103;TRUE;FALSE;;TRUE;4;tornozelo;panico
27/03/2024 13:19;22;3;6;whatsapp;4;FALSE;FALSE;;TRUE;2;cintura;nervoso
15/05/2022 19:57;19;3;1;instagram;29;FALSE;FALSE;;TRUE;1;cintura;calmo
20/12/2020 13:06;16;1;4;190;92;FALSE;TRUE;;TRUE;0;teto;calmo
25/10/2021 16:30;7;2;1;190;100;FALSE;TRUE;;TRUE;4;teto;nervoso
28/01/2022 11:24;41;0;3;190;40;FALSE;FALSE;;TRUE;0;cintura;nervoso
04/03/2026 09:15;4;1;3;instagram;66;TRUE;FALSE;;TRUE;4;teto;nervoso
20/07/2020 12:13;12;1;8;190;114;FALSE;FALSE;;TRUE;2;tornozelo;calmo
14/08/2021 13:03;9;3;4;instagram;60;FALSE;FALSE;;TRUE;2;tornozelo;panico
24/03/2023 06:17;21;2;6;190;117;FALSE;FALSE;;TRUE;3;cintura;panico
29/07/2022 09:30;47;2;3;instagram;51;FALSE;FALSE;;TRUE;1;tornozelo;panico
28/07/2021 07:35;28;2;4;190;66;FALSE;FALSE;;TRUE;1;cintura;calmo
22/05/2025 00:35;7;3;1;whatsapp;44;FALSE;FALSE;;TRUE;4;teto;panico
10/05/2022 07:12;32;2;5;instagram;51;FALSE;FALSE;;TRUE;2;teto;calmo
14/02/2026 17:26;6;3;9;190;9;FALSE;FALSE;;TRUE;4;teto;calmo
31/07/2020 00:13;38;1;1;instagram;103;TRUE;FALSE;;TRUE;3;tornozelo;panico
05/08/2021 12:22;39;3;6;190;39;FALSE;FALSE;;TRUE;3;tornozelo;panico
18/11/2024 12:26;48;3;3;190;18;FALSE;FALSE;;TRUE;1;cintura;nervoso
04/06/2022 20:56;1;2;3;instagram;101;FALSE;FALSE;;TRUE;0;cintura;calmo
19/04/2025 22:38;14;2;4;190;93;FALSE;FALSE;;TRUE;1;tornozelo;calmo
26/10/2022 01:39;32;2;9;instagram;55;FALSE;FALSE;;TRUE;1;tornozelo;calmo
26/10/2021 08:29;1;3;1;whatsapp;58;FALSE;FALSE;;TRUE;1;cintura;calmo
03/02/2024 15:21;8;3;2;whatsapp;5;FALSE;FALSE;;TRUE;4;teto;panico
11/02/2024 05:21;2;2;2;whatsapp;56;FALSE;FALSE;;FALSE;0;tornozelo;nervoso
27/11/2024 08:20;5;4;1;instagram;116;FALSE;FALSE;;TRUE;2;cintura;nervoso
09/05/2024 19:29;1;2;9;whatsapp;115;FALSE;FALSE;;TRUE;4;teto;nervoso
23/02/2022 23:49;29;3;5;190;97;FALSE;FALSE;;TRUE;2;cintura;calmo
08/03/2022 09:09;48;3;6;190;83;FALSE;FALSE;;TRUE;0;teto;nervoso
22/02/2024 22:47;25;4;9;instagram;1;FALSE;FALSE;;TRUE;2;cintura;nervoso
17/12/2020 22:03;21;4;4;whatsapp;41;FALSE;FALSE;;TRUE;2;cintura;panico
02/09/2022 02:45;36;2;2;whatsapp;44;FALSE;FALSE;;TRUE;0;cintura;calmo
15/11/2020 03:06;7;4;4;whatsapp;85;FALSE;FALSE;;TRUE;5;teto;panico
22/02/2026 10:45;19;3;1;whatsapp;116;FALSE;FALSE;;TRUE;4;teto;nervoso
08/10/2020 08:36;1;1;8;instagram;104;FALSE;FALSE;;TRUE;0;teto;nervoso
17/10/2024 11:31;19;3;5;190;102;FALSE;FALSE;;TRUE;5;teto;panico
11/11/2025 08:20;10;2;1;whatsapp;5;FALSE;FALSE;;TRUE;0;tornozelo;calmo
11/02/2023 14:08;14;1;4;190;55;FALSE;FALSE;;TRUE;1;cintura;panico
05/09/2023 20:19;49;4;1;whatsapp;70;FALSE;FALSE;;TRUE;2;cintura;calmo
04/07/2022 22:39;3;3;9;190;90;FALSE;FALSE;;FALSE;4;tornozelo;panico
15/08/2024 02:24;16;2;1;190;77;FALSE;FALSE;;TRUE;0;tornozelo;panico
01/01/2024 23:01;16;2;2;instagram;46;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
11/09/2023 19:24;15;3;3;instagram;14;FALSE;FALSE;;TRUE;1;cintura;calmo
03/11/2020 18:28;16;1;1;190;97;TRUE;FALSE;;TRUE;5;teto;panico
21/11/2024 21:37;49;2;8;instagram;18;FALSE;FALSE;;TRUE;1;cintura;nervoso
02/02/2024 15:01;4;3;8;190;60;FALSE;TRUE;;TRUE;5;teto;nervoso
20/08/2024 21:22;45;2;2;whatsapp;54;FALSE;FALSE;;TRUE;0;teto;nervoso
15/08/2021 23:07;5;3;8;instagram;31;TRUE;FALSE;;TRUE;3;tornozelo;calmo
04/08/2024 16:16;28;2;9;instagram;29;FALSE;FALSE;;FALSE;1;tornozelo;nervoso
08/03/2022 17:51;1;4;3;190;51;FALSE;FALSE;;TRUE;1;cintura;nervoso
25/01/2023 10:05;27;2;7;instagram;23;TRUE;FALSE;;TRUE;5;teto;panico
02/02/2023 11:36;29;3;6;190;45;FALSE;FALSE;;TRUE;3;tornozelo;panico
11/02/2026 09:09;37;5;4;whatsapp;64;FALSE;FALSE;;FALSE;3;tornozelo;panico
14/08/2022 17:39;41;2;6;whatsapp;60;FALSE;FALSE;;TRUE;1;tornozelo;nervoso
07/06/2025 11:48;26;2;8;whatsapp;99;FALSE;FALSE;;TRUE;2;cintura;nervoso
23/12/2021 12:13;15;2;1;instagram;57;FALSE;FALSE;;TRUE;0;cintura;nervoso
16/11/2025 20:43;37;3;3;instagram;47;TRUE;FALSE;;TRUE;3;cintura;panico
25/07/2020 23:27;16;1;3;whatsapp;12;TRUE;FALSE;;FALSE;1;tornozelo;calmo
14/11/2023 03:46;15;3;5;190;25;TRUE;FALSE;;TRUE;4;teto;nervoso
12/05/2023 11:49;33;4;1;whatsapp;102;FALSE;FALSE;;TRUE;2;tornozelo;nervoso
01/04/2020 11:32;48;5;4;whatsapp;70;FALSE;FALSE;;TRUE;4;teto;calmo
30/08/2021 17:30;49;3;3;whatsapp;90;TRUE;FALSE;;TRUE;3;cintura;calmo
28/09/2022 00:31;39;3;5;instagram;44;FALSE;FALSE;;FALSE;1;tornozelo;calmo
17/11/2025 06:43;21;5;3;instagram;48;FALSE;TRUE;;TRUE;3;tornozelo;panico
02/08/2025 00:50;31;1;4;whatsapp;46;TRUE;FALSE;;TRUE;0;cintura;nervoso
28/06/2022 00:21;16;3;7;whatsapp;24;TRUE;FALSE;;TRUE;4;cintura;panico
14/07/2025 14:00;41;3;5;whatsapp;84;FALSE;FALSE;;TRUE;5;teto;panico
06/01/2025 16:22;37;2;4;190;25;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
25/11/2020 12:39;43;2;2;190;102;TRUE;FALSE;;TRUE;2;tornozelo;calmo
02/09/2020 12:55;7;4;1;whatsapp;41;FALSE;FALSE;;TRUE;1;cintura;nervoso
07/11/2025 15:32;27;1;4;whatsapp;9;FALSE;TRUE;;TRUE;1;cintura;calmo
14/08/2022 18:57;37;2;6;190;45;FALSE;FALSE;;TRUE;1;cintura;nervoso
03/12/2025 02:13;20;2;8;whatsapp;88;FALSE;FALSE;;TRUE;4;teto;nervoso
10/03/2024 12:21;29;2;7;instagram;25;FALSE;FALSE;;TRUE;1;cintura;calmo
26/08/2024 04:54;18;3;7;instagram;100;FALSE;FALSE;;TRUE;4;tornozelo;panico
15/06/2024 12:53;5;3;9;190;69;FALSE;FALSE;;TRUE;4;tornozelo;panico
24/11/2022 15:51;2;4;9;190;119;TRUE;FALSE;;TRUE;4;tornozelo;calmo
25/03/2020 18:53;24;2;9;190;30;FALSE;FALSE;;TRUE;3;teto;calmo
25/05/2021 06:48;24;3;2;whatsapp;101;FALSE;FALSE;;TRUE;2;tornozelo;calmo
13/07/2021 10:37;33;3;5;190;34;FALSE;FALSE;;TRUE;4;teto;panico
31/12/2023 18:23;19;2;6;instagram;4;FALSE;FALSE;;TRUE;3;teto;nervoso
10/11/2022 08:56;46;3;7;190;21;FALSE;FALSE;;TRUE;2;cintura;nervoso
09/09/2025 11:40;37;2;4;190;51;FALSE;FALSE;;TRUE;1;tornozelo;panico
20/05/2024 11:02;2;3;8;instagram;113;FALSE;TRUE;;TRUE;6;teto;nervoso
21/03/2021 10:26;9;2;7;instagram;106;FALSE;FALSE;;TRUE;2;cintura;calmo
11/10/2024 18:31;8;3;7;whatsapp;24;FALSE;FALSE;;TRUE;2;tornozelo;calmo
21/01/2025 01:00;47;0;7;whatsapp;94;FALSE;FALSE;;TRUE;4;teto;nervoso
18/10/2025 07:18;30;2;2;instagram;91;FALSE;FALSE;;FALSE;1;tornozelo;calmo
02/03/2026 03:54;8;3;7;190;79;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
11/07/2023 01:21;37;4;1;190;42;FALSE;FALSE;;TRUE;3;teto;nervoso
14/12/2023 12:41;13;2;6;instagram;25;TRUE;FALSE;;TRUE;4;teto;calmo
24/03/2023 02:41;5;4;7;whatsapp;75;FALSE;TRUE;;FALSE;6;teto;calmo
14/08/2024 07:15;1;4;7;whatsapp;59;FALSE;FALSE;;TRUE;3;cintura;panico
10/04/2025 20:59;0;2;7;whatsapp;41;TRUE;FALSE;;TRUE;0;cintura;calmo
28/09/2024 09:00;38;2;8;whatsapp;99;TRUE;FALSE;;TRUE;3;cintura;nervoso
19/07/2022 03:36;14;2;1;whatsapp;53;FALSE;FALSE;;TRUE;2;teto;calmo
25/01/2025 08:20;31;2;3;whatsapp;0;FALSE;FALSE;;FALSE;1;tornozelo;panico
15/05/2025 08:04;46;4;5;whatsapp;73;FALSE;FALSE;;TRUE;4;teto;nervoso
23/04/2020 13:10;46;4;7;190;50;FALSE;FALSE;;FALSE;5;teto;panico
23/09/2022 06:53;0;1;8;190;74;FALSE;FALSE;;TRUE;2;tornozelo;calmo
22/09/2023 20:26;26;2;2;190;38;FALSE;TRUE;;TRUE;3;teto;nervoso
11/03/2022 15:14;45;3;2;whatsapp;83;FALSE;TRUE;;TRUE;6;teto;panico
14/01/2024 19:49;31;1;2;whatsapp;116;FALSE;FALSE;;TRUE;4;teto;panico
31/12/2020 10:51;32;1;5;190;52;FALSE;FALSE;;TRUE;1;tornozelo;panico
24/04/2020 15:19;39;2;5;whatsapp;37;TRUE;FALSE;;TRUE;3;teto;nervoso
03/06/2025 12:19;39;4;4;190;12;TRUE;FALSE;;FALSE;5;teto;panico
21/12/2024 05:35;41;4;9;190;73;FALSE;FALSE;;TRUE;0;cintura;panico
14/02/2022 02:25;14;1;5;instagram;85;FALSE;FALSE;;TRUE;0;cintura;nervoso
22/05/2020 20:21;9;2;1;whatsapp;27;FALSE;FALSE;;FALSE;0;tornozelo;calmo
17/10/2023 11:16;6;0;6;instagram;34;TRUE;FALSE;;FALSE;2;tornozelo;nervoso
11/11/2021 23:34;14;2;4;instagram;113;FALSE;FALSE;;TRUE;1;cintura;nervoso
19/10/2024 01:24;37;2;1;instagram;110;TRUE;FALSE;;TRUE;4;teto;nervoso
27/04/2024 15:07;47;1;7;whatsapp;85;FALSE;FALSE;;TRUE;0;tornozelo;panico
28/01/2025 08:18;14;3;6;instagram;39;FALSE;TRUE;;TRUE;4;cintura;panico
10/11/2023 16:57;17;2;9;whatsapp;56;FALSE;FALSE;;TRUE;1;tornozelo;calmo
02/10/2025 19:58;36;3;5;whatsapp;104;TRUE;TRUE;;TRUE;6;teto;nervoso
22/03/2022 22:29;1;2;7;whatsapp;5;FALSE;FALSE;;TRUE;3;teto;nervoso
25/11/2023 02:04;33;2;5;190;81;FALSE;FALSE;;FALSE;3;teto;nervoso
01/02/2026 18:18;28;1;2;190;72;FALSE;FALSE;;TRUE;1;tornozelo;calmo
24/12/2024 17:52;34;2;4;instagram;35;FALSE;FALSE;;TRUE;0;tornozelo;nervoso
30/01/2023 02:29;16;1;7;instagram;5;FALSE;FALSE;;TRUE;2;tornozelo;panico
02/08/2020 09:18;42;3;4;whatsapp;80;FALSE;FALSE;;TRUE;2;cintura;nervoso
05/07/2022 23:37;1;2;4;whatsapp;96;TRUE;FALSE;;TRUE;2;cintura;calmo
03/11/2022 17:31;17;2;1;instagram;88;FALSE;FALSE;;TRUE;1;cintura;nervoso
13/03/2026 18:05;16;1;8;whatsapp;59;TRUE;FALSE;;TRUE;3;tornozelo;panico
23/07/2023 22:39;28;4;5;whatsapp;72;FALSE;FALSE;;TRUE;4;teto;calmo
03/03/2026 22:51;16;2;6;instagram;78;FALSE;FALSE;;TRUE;2;tornozelo;calmo
23/01/2026 14:29;20;3;6;whatsapp;27;FALSE;FALSE;;TRUE;5;teto;panico
29/03/2025 20:55;30;2;7;190;82;FALSE;FALSE;;FALSE;2;tornozelo;nervoso
09/01/2026 03:29;16;0;7;190;14;FALSE;FALSE;;TRUE;1;tornozelo;calmo
02/05/2020 19:26;37;1;5;whatsapp;56;FALSE;FALSE;;TRUE;2;teto;calmo
14/08/2022 09:25;14;1;6;instagram;0;FALSE;FALSE;;FALSE;0;teto;calmo
17/01/2020 15:47;23;4;8;190;101;FALSE;FALSE;;TRUE;4;tornozelo;panico
06/12/2021 20:22;23;2;7;instagram;84;FALSE;TRUE;;TRUE;4;cintura;panico
07/03/2023 11:34;41;2;9;190;44;TRUE;FALSE;;TRUE;4;teto;nervoso
